own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
741,3.17,9.53,4374,8.68,1.59,4.81,3.27,1.05,991,4.18,3.66,4607,11.58,9.42,1.65,3.67,9.59,1.337,1.319,0.384,1.053,1.334,5.925,0.343,1.122,9.133,Storm,Low,Night,Defend,Defend,Partial,No,30.0
1525,2.51,2.74,3323,5.39,9.88,1.41,4.71,5.17,10725,0.9,7.52,4098,4.94,4.38,2.69,9.81,9.44,7.033,0.359,2.745,1.233,0.917,0.443,1.908,2.083,1.826,Clear,Excellent,Night,Defend,Defend,Full Ambush,Yes,7.7
799,9.75,9.15,1621,6.39,4.61,9.01,4.73,1.83,12500,11.08,11.62,2276,5.51,8.85,9.59,11.33,7.16,15.645,1.136,1.27,1.404,0.862,1.92,1.064,2.395,3.913,Clear,Excellent,Night,Defend,Defend,Partial,Yes,1.9
6546,6.56,1.48,1018,7.59,2.54,9.36,5.13,1.4,2634,2.7,10.56,1739,6.16,6.15,9.77,0.74,9.44,0.402,0.412,7.135,1.708,0.812,2.421,1.044,0.144,6.743,Cloudy,Low,Morning,Defend,Defend,None,No,59.0
3486,9.83,3.78,669,6.9,9.42,8.32,7.2,9.41,5013,9.12,10.12,55,4.91,9.68,9.33,5.87,8.9,1.438,0.928,2.677,0.082,0.712,1.028,1.121,0.815,0.946,Cloudy,Moderate,Dusk,Attack,Defend,None,Yes,98.1
5331,4.04,3.59,346,7.58,1.41,1.96,8.81,8.43,7291,2.85,2.73,1154,7.11,9.01,1.37,11.71,8.19,1.368,0.705,0.76,3.335,0.938,6.39,0.699,1.329,0.972,Fog,Good,Dawn,Defend,Attack,None,No,12.9
9122,7.33,6.64,3795,7.86,5.23,9.1,1.52,4.55,2313,10.03,3.63,4050,7.97,3.41,1.77,6.9,8.15,0.254,1.368,0.547,1.067,1.014,0.652,0.195,4.539,1.791,Fog,Moderate,Night,Defend,Defend,None,No,81.6
2868,3.0,2.18,1256,6.3,7.93,1.22,5.42,5.13,6360,10.92,9.56,3917,2.48,2.22,3.18,9.63,9.21,2.218,3.64,4.385,3.119,0.394,0.28,2.607,1.777,1.795,Clear,Good,Morning,Defend,Defend,None,Yes,1.0
4399,3.35,8.94,219,4.29,3.85,5.0,4.73,8.81,14509,1.71,8.9,5168,10.05,4.74,11.76,6.66,2.82,3.298,0.51,0.996,23.598,2.343,1.231,2.352,1.408,0.32,Rain,Excellent,Night,Defend,Attack,None,No,1.0
7678,5.61,8.46,2047,3.19,5.76,5.51,1.1,8.17,10843,2.19,3.85,279,8.1,3.52,3.66,9.06,3.62,1.412,0.39,0.455,0.136,2.539,0.611,0.664,8.236,0.443,Rain,Moderate,Dusk,Defend,Attack,Partial,Yes,88.2
2674,3.88,6.87,2465,9.13,7.3,8.51,8.35,7.22,2671,11.14,5.43,5576,9.06,4.57,11.25,2.35,2.67,0.999,2.871,0.79,2.262,0.992,0.626,1.322,0.281,0.37,Fog,Good,Midday,Attack,Attack,None,Yes,39.9
1231,2.51,5.13,929,9.73,9.57,7.76,1.94,5.83,1662,9.36,7.96,4093,11.31,1.28,8.08,8.17,2.18,1.35,3.729,1.552,4.406,1.162,0.134,1.041,4.211,0.374,Clear,Good,Night,Defend,Defend,Partial,Yes,1.0
3253,3.37,9.4,316,4.22,1.92,8.17,2.03,6.47,6788,0.95,6.54,1947,9.81,5.72,0.81,9.82,9.82,2.087,0.282,0.696,6.161,2.325,2.979,0.099,4.837,1.518,Storm,Moderate,Dawn,Attack,Defend,Full Ambush,No,59.9
2032,1.32,8.48,1027,2.01,2.42,8.81,1.43,4.54,14822,2.6,5.75,3077,7.6,8.18,6.11,8.93,11.7,7.294,1.97,0.678,2.996,3.781,3.38,0.694,6.245,2.577,Clear,Moderate,Morning,Attack,Attack,None,Yes,1.0
9332,7.34,5.49,3428,3.0,5.58,5.28,2.8,5.75,11941,5.24,1.65,5606,3.99,4.5,10.12,4.08,0.9,1.28,0.714,0.301,1.635,1.33,0.806,1.917,1.457,0.157,Storm,Excellent,Morning,Attack,Attack,None,Yes,75.9
8177,5.43,7.32,503,7.04,4.77,8.02,2.59,5.86,4538,10.44,5.5,3426,7.36,8.36,1.23,4.34,7.92,0.555,1.923,0.751,6.811,1.045,1.753,0.153,1.676,1.352,Fog,Low,Dawn,Attack,Attack,Partial,No,35.1
6517,1.85,6.1,2820,2.56,4.7,1.61,4.13,8.78,589,2.24,11.91,4971,1.19,8.19,7.51,11.72,6.88,0.09,1.211,1.952,1.763,0.465,1.743,4.665,2.838,0.784,Clear,Good,Morning,Defend,Defend,None,Yes,94.9
8779,2.55,6.29,817,8.02,3.67,5.0,6.93,2.97,6287,8.83,4.43,2882,7.64,1.34,4.19,11.11,2.46,0.716,3.463,0.704,3.528,0.953,0.365,0.838,1.603,0.828,Clear,Moderate,Dusk,Attack,Defend,None,Yes,19.3
8135,1.92,3.98,1059,9.31,6.05,1.27,1.49,3.22,2576,1.46,8.48,3847,5.47,9.87,2.8,6.45,3.9,0.317,0.76,2.131,3.633,0.588,1.631,2.205,4.329,1.211,Clear,Low,Dusk,Attack,Attack,None,Yes,31.0
2272,6.51,5.16,2026,9.67,8.95,9.24,8.74,2.9,2868,5.87,6.32,5838,8.48,1.75,6.58,8.47,1.78,1.262,0.902,1.225,2.882,0.877,0.196,0.712,0.969,0.614,Fog,Very Low,Dusk,Attack,Attack,None,No,1.0
8979,1.85,1.7,594,1.08,2.45,9.63,3.94,6.21,2602,8.88,9.64,3502,3.75,6.33,9.65,9.82,7.75,0.29,4.8,5.671,5.896,3.472,2.584,1.002,2.492,1.248,Cloudy,Moderate,Afternoon,Attack,Attack,None,No,2.9
5624,7.79,4.22,949,9.62,2.94,1.76,6.46,7.26,10850,1.24,9.11,3964,7.62,10.74,9.45,7.27,10.39,1.929,0.159,2.159,4.177,0.792,3.653,5.369,1.125,1.431,Rain,Good,Afternoon,Attack,Defend,Partial,Yes,48.3
8171,1.18,7.26,1810,7.66,7.04,5.79,1.11,3.15,730,2.85,11.36,2984,9.67,11.04,2.5,1.35,9.49,0.089,2.415,1.565,1.649,1.262,1.568,0.432,1.216,3.013,Rain,Good,Afternoon,Attack,Attack,None,Yes,91.1
9013,3.24,9.58,1715,1.76,1.51,3.93,4.29,7.09,8558,9.61,7.98,1375,1.69,5.09,4.5,5.97,2.62,0.95,2.966,0.833,0.802,0.96,3.371,1.145,1.392,0.37,Rain,Good,Morning,Attack,Attack,None,No,54.5
3521,9.02,9.67,3771,4.74,7.06,4.08,1.02,6.65,11337,2.38,11.4,6816,8.29,0.5,4.5,10.21,0.86,3.22,0.264,1.179,1.807,1.749,0.071,1.103,10.01,0.129,Clear,Very Low,Midday,Defend,Defend,None,Yes,1.0
1545,7.47,6.0,466,7.3,3.83,5.06,2.49,3.89,2515,8.18,0.98,193,11.66,7.05,9.98,4.24,6.42,1.628,1.095,0.163,0.414,1.597,1.841,1.972,1.703,1.65,Clear,Moderate,Dusk,Attack,Attack,None,No,62.8
2665,1.66,6.46,4316,9.61,4.22,2.13,5.03,3.07,13415,7.89,5.18,913,10.57,11.96,6.21,6.28,7.12,5.034,4.753,0.802,0.212,1.1,2.834,2.915,1.249,2.319,Clear,Very Low,Dawn,Defend,Attack,Partial,Yes,3.3
4558,8.39,2.67,4100,2.48,4.65,2.63,5.82,8.94,1356,6.48,8.27,5003,2.16,8.2,4.82,2.86,2.99,0.297,0.772,3.097,1.22,0.871,1.763,1.833,0.491,0.334,Rain,Good,Dawn,Attack,Defend,None,Yes,96.7
8271,5.44,7.26,3853,2.15,4.15,6.2,2.38,6.13,10304,2.82,6.02,5198,5.64,2.91,9.76,9.97,1.9,1.246,0.518,0.829,1.349,2.623,0.701,1.574,4.189,0.31,Cloudy,Excellent,Dusk,Attack,Defend,None,No,44.3
8677,8.62,1.64,1616,5.25,8.57,1.17,7.71,7.34,2745,5.29,11.22,1137,3.25,6.7,10.75,2.82,10.66,0.316,0.614,6.841,0.704,0.619,0.782,9.188,0.366,1.452,Cloudy,Excellent,Dusk,Attack,Defend,Full Ambush,Yes,95.6
566,6.41,3.56,4132,9.71,9.51,6.4,2.7,9.33,12129,7.65,2.12,4455,1.33,6.92,4.22,9.03,3.95,21.429,1.193,0.596,1.078,0.137,0.728,0.659,3.344,0.423,Clear,Moderate,Afternoon,Defend,Defend,Partial,No,2.6
5352,7.14,7.02,996,9.74,5.93,3.87,2.04,2.85,8657,10.64,6.02,6200,9.59,9.2,11.83,7.85,6.32,1.618,1.49,0.858,6.225,0.985,1.551,3.057,3.848,2.218,Rain,Excellent,Dusk,Defend,Attack,Partial,Yes,1.0
4465,9.94,3.79,710,3.05,6.24,8.49,4.0,4.15,8920,9.68,10.35,5613,10.05,10.24,6.66,11.26,5.9,1.998,0.974,2.731,7.906,3.295,1.641,0.784,2.815,1.422,Clear,Good,Night,Defend,Attack,Partial,No,1.5
2610,3.09,1.45,320,3.87,1.63,6.4,5.96,4.91,5321,7.48,9.21,81,8.04,10.22,1.21,7.29,11.41,2.039,2.421,6.352,0.253,2.078,6.27,0.189,1.223,2.324,Cloudy,Moderate,Afternoon,Defend,Defend,Partial,Yes,45.1
1639,6.62,8.49,4703,9.17,7.42,7.37,9.9,3.1,4392,3.13,9.6,331,1.55,10.41,4.71,8.48,5.01,2.68,0.473,1.131,0.07,0.169,1.403,0.639,0.857,1.616,Rain,Excellent,Midday,Attack,Defend,None,Yes,99.0
3707,5.14,3.79,1609,7.61,6.26,2.03,4.77,8.56,7057,2.99,5.82,3292,1.39,10.78,6.76,11.93,10.99,1.904,0.582,1.536,2.046,0.183,1.722,3.33,2.501,1.284,Rain,Moderate,Night,Attack,Defend,Partial,No,24.5
9458,1.36,1.57,4596,9.75,1.45,3.39,4.83,1.75,11414,9.86,4.39,2497,6.93,4.78,10.0,4.27,4.48,1.207,7.25,2.796,0.543,0.711,3.297,2.95,0.884,2.56,Clear,Moderate,Afternoon,Attack,Defend,None,Yes,7.4
3570,1.13,1.67,1436,9.04,2.79,9.97,1.53,3.15,2690,8.14,6.32,698,10.87,4.86,8.66,3.27,10.99,0.754,7.204,3.784,0.486,1.202,1.742,0.869,2.137,3.489,Cloudy,Very Low,Morning,Attack,Defend,None,No,4.9
5429,2.07,3.27,4547,2.94,2.82,4.9,7.89,2.72,12281,4.62,2.81,1390,2.52,5.83,2.79,4.47,0.52,2.262,2.232,0.859,0.306,0.857,2.067,0.569,0.567,0.191,Cloudy,Moderate,Dusk,Defend,Defend,Partial,Yes,98.3
7179,6.84,2.6,4529,7.84,2.54,4.23,2.64,9.58,7302,11.67,7.88,6604,7.76,8.65,5.37,8.47,3.02,1.017,1.706,3.031,1.458,0.99,3.406,1.27,3.208,0.315,Clear,Low,Dusk,Attack,Defend,None,No,25.3
3954,6.1,7.97,4626,1.44,6.93,8.86,7.7,6.65,6893,10.73,9.54,2607,6.24,0.76,1.63,5.96,4.94,1.743,1.759,1.197,0.564,4.333,0.11,0.184,0.774,0.743,Clear,Low,Dawn,Attack,Defend,Partial,Yes,55.5
9732,5.98,3.9,2531,8.36,9.36,1.3,9.2,7.45,446,8.22,1.33,1588,3.46,5.08,10.59,7.67,10.45,0.046,1.375,0.341,0.627,0.414,0.543,8.146,0.834,1.403,Rain,Good,Midday,Defend,Attack,Partial,Yes,99.0
9643,1.29,8.24,4343,6.41,7.87,5.81,7.91,1.98,2038,4.75,7.39,1176,5.34,1.45,0.54,11.66,10.16,0.211,3.682,0.897,0.271,0.833,0.184,0.093,1.474,5.131,Cloudy,Moderate,Night,Defend,Defend,Partial,No,96.0
2892,5.22,2.56,4759,9.6,5.3,2.89,6.78,2.75,6593,4.05,7.12,4152,5.71,8.03,3.5,6.69,3.87,2.28,0.776,2.781,0.872,0.595,1.515,1.211,0.987,1.407,Clear,Good,Dusk,Attack,Defend,None,No,32.8
5224,9.32,5.44,1691,9.64,4.64,4.31,6.44,8.29,14723,11.3,3.54,3278,2.23,3.99,9.27,8.13,6.33,2.818,1.212,0.651,1.938,0.231,0.86,2.151,1.262,0.764,Clear,Moderate,Morning,Attack,Attack,None,No,11.1
3358,4.58,7.19,2152,1.46,4.48,2.8,5.08,6.11,3902,5.6,11.95,2421,2.51,1.24,0.75,2.34,6.78,1.162,1.223,1.662,1.125,1.719,0.277,0.268,0.461,1.11,Cloudy,Low,Midday,Attack,Attack,None,Yes,42.7
3206,6.62,6.87,3624,2.44,6.41,1.34,2.3,1.41,352,9.7,6.25,2609,8.22,1.75,8.79,4.23,11.81,0.11,1.465,0.91,0.72,3.369,0.273,6.56,1.839,8.376,Clear,Good,Dusk,Attack,Defend,None,Yes,52.2
850,8.02,6.41,1572,5.36,4.23,4.75,8.01,6.09,6651,11.31,10.71,1455,1.96,10.81,8.02,9.83,4.46,7.825,1.41,1.671,0.926,0.366,2.556,1.688,1.227,0.732,Cloudy,Moderate,Night,Attack,Attack,Partial,Yes,6.9
6291,8.06,9.32,3794,8.92,3.04,8.1,5.3,5.28,436,6.16,2.69,5238,9.48,10.27,5.62,0.52,11.47,0.069,0.764,0.289,1.381,1.063,3.378,0.694,0.098,2.172,Clear,Excellent,Night,Attack,Attack,None,No,99.0
5275,5.67,3.06,462,8.33,6.43,9.57,6.63,2.38,5176,8.01,9.11,5253,10.24,9.15,2.13,7.52,6.3,0.981,1.413,2.977,11.37,1.229,1.423,0.223,1.134,2.647,Storm,Good,Morning,Attack,Attack,None,No,1.0
989,8.72,5.44,2665,9.68,4.52,6.61,4.37,6.34,5440,1.49,1.41,276,1.81,3.71,4.06,9.28,8.02,5.501,0.171,0.259,0.104,0.187,0.821,0.614,2.124,1.265,Fog,Moderate,Dusk,Attack,Defend,None,No,99.0
3147,4.52,8.96,699,6.56,1.13,4.5,2.81,2.56,235,8.0,1.28,1546,11.36,6.22,2.79,4.27,8.27,0.075,1.77,0.143,2.212,1.732,5.504,0.62,1.52,3.23,Clear,Moderate,Afternoon,Defend,Defend,Partial,Yes,97.6
9129,9.0,1.7,1537,3.31,1.2,7.93,8.26,8.3,11738,2.97,2.71,477,11.74,11.33,0.57,3.91,7.26,1.286,0.33,1.594,0.31,3.547,9.442,0.072,0.473,0.875,Cloudy,Good,Midday,Defend,Defend,Partial,No,99.0
2776,3.16,1.5,1367,1.23,3.47,5.55,4.08,6.57,13710,8.21,8.98,660,1.12,10.52,4.73,2.95,7.74,4.939,2.598,5.987,0.483,0.911,3.032,0.852,0.723,1.178,Cloudy,Moderate,Midday,Defend,Attack,Partial,Yes,2.6
1877,3.52,3.1,4211,3.01,5.61,4.31,8.8,8.84,14982,1.66,11.97,6704,0.54,8.52,10.88,9.24,10.82,7.982,0.472,3.861,1.592,0.179,1.519,2.524,1.05,1.224,Clear,Very Low,Afternoon,Defend,Attack,None,Yes,2.8
5150,1.48,6.7,1048,7.08,4.19,2.61,9.69,4.82,7730,6.19,9.83,3213,11.4,9.64,6.02,11.8,5.29,1.501,4.182,1.467,3.066,1.61,2.301,2.307,1.218,1.098,Rain,Good,Afternoon,Attack,Defend,Partial,Yes,1.5
9864,8.16,3.34,4061,9.34,1.22,8.17,8.47,5.61,4738,6.49,5.38,1436,1.54,0.74,7.41,8.6,8.18,0.48,0.795,1.611,0.354,0.165,0.607,0.907,1.015,1.458,Fog,Low,Night,Attack,Defend,None,No,94.0
2800,4.75,2.71,3990,3.89,3.01,5.5,2.15,7.85,10819,6.06,7.9,6760,3.59,8.88,11.33,9.39,3.36,3.864,1.276,2.915,1.694,0.923,2.95,2.06,4.367,0.428,Rain,Very Low,Dusk,Attack,Defend,None,Yes,1.0
6885,3.06,5.13,2545,8.88,1.87,9.67,8.7,5.92,11100,9.2,5.96,3359,5.96,6.02,5.69,4.14,8.8,1.612,3.007,1.162,1.32,0.671,3.219,0.588,0.476,1.486,Fog,Excellent,Dawn,Defend,Defend,None,No,18.6
7735,3.09,6.52,1246,4.55,9.54,8.22,5.67,6.15,5812,9.18,3.35,4812,2.32,2.67,7.21,8.63,11.88,0.751,2.971,0.514,3.862,0.51,0.28,0.877,1.522,1.932,Cloudy,Moderate,Morning,Attack,Attack,Partial,Yes,16.4
2758,9.11,3.24,1212,3.77,3.82,4.78,3.17,5.98,8571,8.62,7.58,6704,5.28,11.52,1.56,7.69,9.82,3.108,0.946,2.34,5.531,1.401,3.016,0.326,2.426,1.642,Cloudy,Moderate,Morning,Attack,Defend,Full Ambush,No,9.9
7418,8.51,3.71,2378,5.58,1.13,7.67,1.84,5.42,12362,7.76,6.59,6512,11.16,10.51,2.04,2.14,1.66,1.666,0.912,1.776,2.738,2.0,9.301,0.266,1.163,0.306,Cloudy,Moderate,Morning,Attack,Attack,Partial,Yes,85.3
3994,5.98,6.52,143,4.98,6.95,5.08,3.51,8.25,3000,10.9,6.68,6753,10.7,10.19,7.22,8.05,7.92,0.751,1.823,1.025,47.224,2.149,1.466,1.421,2.293,0.96,Cloudy,Moderate,Morning,Defend,Defend,None,No,1.0
6507,6.54,9.51,2704,9.22,3.09,1.72,2.24,5.37,503,7.12,1.23,5884,2.28,5.2,1.05,11.25,5.13,0.077,1.089,0.129,2.176,0.247,1.683,0.61,5.022,0.955,Cloudy,Low,Midday,Attack,Defend,None,Yes,99.0
6519,5.27,7.07,4769,5.21,6.1,5.65,1.23,9.11,8188,4.51,1.89,4921,11.36,3.06,0.91,6.26,5.03,1.256,0.856,0.267,1.032,2.18,0.502,0.161,5.089,0.552,Storm,Good,Dawn,Attack,Attack,None,Yes,71.3
5590,4.52,8.05,858,3.5,2.36,8.79,9.89,8.28,10033,1.18,6.25,1504,8.68,8.01,1.7,10.54,5.03,1.795,0.261,0.776,1.753,2.48,3.394,0.193,1.066,0.607,Fog,Low,Dawn,Attack,Defend,None,No,91.7
1358,9.24,4.3,2909,8.58,9.86,8.7,8.48,7.23,8710,6.66,4.63,1320,11.66,6.25,3.18,10.84,8.43,6.414,0.721,1.077,0.454,1.359,0.634,0.366,1.278,1.166,Cloudy,Good,Dusk,Attack,Attack,Full Ambush,Yes,55.5
8435,2.13,3.45,4813,9.99,9.73,6.17,7.65,9.09,9024,3.12,5.39,2501,2.54,8.27,1.62,1.42,1.11,1.07,1.465,1.562,0.52,0.254,0.85,0.263,0.186,0.122,Clear,Good,Afternoon,Attack,Attack,None,No,99.0
3547,4.77,5.09,4317,6.83,6.9,4.42,2.74,5.83,6018,4.95,4.99,6308,1.25,5.24,3.45,10.08,5.02,1.697,1.038,0.98,1.461,0.183,0.759,0.781,3.679,0.861,Cloudy,Excellent,Night,Defend,Defend,None,Yes,45.9
2272,4.1,8.26,4267,3.25,7.36,1.09,1.25,8.4,9842,1.07,8.68,1767,5.27,11.15,8.99,6.63,1.36,4.332,0.261,1.051,0.414,1.622,1.515,8.248,5.304,0.162,Rain,Low,Night,Attack,Attack,None,Yes,11.0
887,5.48,5.11,4127,3.15,4.83,3.8,5.37,3.18,834,7.87,2.55,1510,11.87,11.52,5.28,7.9,10.98,0.94,1.436,0.499,0.366,3.768,2.385,1.389,1.471,3.453,Clear,Excellent,Dusk,Attack,Attack,None,Yes,62.2
6113,5.12,8.62,1614,1.52,9.66,9.91,7.68,1.66,2438,10.7,11.33,4053,5.74,9.63,8.14,1.82,1.15,0.399,2.09,1.314,2.511,3.776,0.997,0.821,0.237,0.693,Clear,Excellent,Midday,Defend,Attack,Partial,Yes,73.2
6937,5.67,9.9,4464,1.7,4.81,7.54,9.67,7.17,6783,4.24,5.91,1659,7.92,3.94,9.29,1.89,2.06,0.978,0.748,0.597,0.372,4.659,0.819,1.232,0.195,0.287,Fog,Moderate,Dusk,Defend,Attack,None,Yes,82.7
658,2.26,1.65,4713,9.23,3.16,7.46,8.59,3.71,14156,9.76,4.41,4077,6.68,2.36,4.27,8.77,4.55,21.514,4.319,2.673,0.865,0.724,0.747,0.572,1.021,1.226,Cloudy,Excellent,Afternoon,Attack,Attack,None,No,3.1
5365,5.62,1.41,2529,1.87,2.04,7.85,9.04,6.71,9738,1.95,0.74,4578,10.8,5.54,10.78,10.03,7.71,1.815,0.347,0.525,1.81,5.775,2.716,1.373,1.11,1.149,Cloudy,Excellent,Night,Attack,Defend,None,No,42.3
2652,3.18,2.35,1837,5.36,2.87,6.58,3.15,1.7,5458,8.82,4.58,2510,10.5,5.58,10.41,11.79,6.52,2.058,2.774,1.949,1.366,1.959,1.944,1.582,3.743,3.835,Cloudy,Moderate,Night,Attack,Attack,None,Yes,1.0
6629,2.66,4.46,2130,7.28,6.15,6.27,2.4,9.6,6978,1.42,7.7,3208,11.56,9.98,5.25,11.16,6.2,1.053,0.534,1.726,1.506,1.588,1.623,0.837,4.65,0.646,Rain,Excellent,Night,Attack,Attack,Partial,Yes,51.4
2156,1.58,2.18,1738,8.65,3.21,5.08,3.23,5.64,12715,3.47,9.67,3298,7.51,0.74,9.99,9.85,0.74,5.897,2.196,4.436,1.898,0.868,0.231,1.967,3.05,0.131,Clear,Very Low,Afternoon,Defend,Defend,Partial,Yes,1.0
7064,7.86,8.84,1141,2.54,6.89,5.0,2.25,1.09,8229,4.64,8.92,887,6.96,1.54,4.38,11.66,8.07,1.165,0.59,1.009,0.777,2.74,0.224,0.876,5.182,7.404,Clear,Low,Morning,Defend,Defend,None,Yes,1.9
4174,4.85,1.21,3130,4.94,4.44,8.84,8.19,5.28,908,2.3,7.09,832,1.23,4.39,8.82,8.66,4.79,0.218,0.474,5.86,0.266,0.249,0.989,0.998,1.057,0.907,Fog,Good,Dusk,Attack,Attack,None,No,96.2
9399,6.64,3.84,2857,3.26,8.98,4.54,9.13,8.11,6370,2.62,5.51,1082,4.05,1.9,11.67,11.93,8.69,0.678,0.395,1.435,0.379,1.242,0.212,2.57,1.307,1.072,Clear,Very Low,Night,Attack,Attack,Partial,Yes,77.9
1806,7.55,2.66,2367,3.3,6.03,8.56,3.77,8.79,5943,8.54,6.54,5311,4.64,4.88,4.08,4.8,5.36,3.291,1.131,2.459,2.244,1.406,0.809,0.477,1.273,0.61,Rain,Good,Dusk,Attack,Attack,None,No,3.1
3740,7.11,9.38,570,3.73,6.6,8.54,8.89,5.15,13518,1.6,11.56,5387,6.29,2.94,7.08,1.11,10.06,3.614,0.225,1.232,9.451,1.686,0.445,0.829,0.125,1.953,Cloudy,Good,Afternoon,Defend,Attack,Partial,Yes,2.8
1578,5.23,7.03,4005,6.28,6.01,7.94,1.5,2.13,4720,11.24,11.61,3034,1.91,11.8,4.64,8.82,2.83,2.991,2.149,1.651,0.758,0.304,1.963,0.584,5.88,1.329,Rain,Excellent,Dusk,Attack,Defend,None,No,9.5
9285,4.49,9.21,957,1.15,8.97,1.34,7.1,9.16,1157,9.34,9.74,238,6.66,6.48,6.22,3.17,8.37,0.125,2.08,1.058,0.249,5.791,0.722,4.642,0.446,0.914,Rain,Good,Midday,Defend,Attack,None,No,73.6
8835,4.38,9.75,661,4.68,1.57,2.33,5.75,9.83,5451,4.6,2.42,145,3.53,7.75,3.0,4.78,10.93,0.617,1.05,0.248,0.219,0.754,4.936,1.288,0.831,1.112,Rain,Excellent,Morning,Defend,Attack,None,No,99.0
2950,6.76,5.47,3153,2.68,1.61,3.83,3.49,1.57,850,7.73,11.24,6716,11.65,9.94,5.42,3.7,1.94,0.288,1.143,2.055,2.13,4.347,6.174,1.415,1.06,1.236,Clear,Very Low,Midday,Attack,Defend,None,No,64.5
6770,5.45,3.11,2053,9.7,7.32,8.63,7.91,1.7,12518,8.77,7.95,1641,2.87,6.39,7.91,0.58,11.35,1.849,1.609,2.556,0.799,0.296,0.873,0.917,0.073,6.676,Clear,Moderate,Night,Attack,Attack,Full Ambush,Yes,78.8
8264,8.64,2.74,393,6.24,7.91,8.86,2.91,6.09,8935,7.34,5.99,1217,2.5,5.66,4.46,6.29,5.43,1.081,0.85,2.186,3.097,0.401,0.716,0.503,2.162,0.892,Cloudy,Moderate,Night,Attack,Defend,None,No,28.0
5774,8.87,3.01,1842,8.81,4.9,1.37,4.75,5.81,7147,7.61,6.96,639,6.42,7.25,3.82,1.43,5.25,1.238,0.858,2.312,0.347,0.729,1.48,2.788,0.301,0.904,Clear,Very Low,Morning,Defend,Defend,Full Ambush,No,88.7
5532,2.54,7.38,3882,2.76,4.17,3.92,7.39,6.3,5526,11.03,5.98,4911,11.14,2.28,4.31,3.05,1.87,0.999,4.343,0.81,1.265,4.036,0.547,1.099,0.413,0.297,Storm,Low,Dawn,Defend,Attack,Partial,Yes,3.8
2798,2.23,1.36,3115,8.29,3.5,8.65,4.04,3.85,6381,10.63,6.0,5106,1.77,9.84,4.09,5.18,10.75,2.281,4.767,4.412,1.639,0.214,2.811,0.473,1.282,2.792,Clear,Excellent,Dawn,Attack,Attack,Partial,Yes,11.7
1384,6.67,1.46,1878,4.73,3.11,3.25,8.7,1.45,11860,11.01,5.46,6711,11.05,7.81,2.34,6.37,8.03,8.569,1.651,3.74,3.573,2.336,2.511,0.72,0.732,5.538,Storm,Very Low,Afternoon,Defend,Attack,Full Ambush,Yes,1.0
9024,3.71,6.47,1040,2.6,9.21,9.78,8.79,6.22,2864,10.68,10.8,5907,1.74,11.25,10.92,9.1,10.41,0.317,2.879,1.669,5.68,0.669,1.221,1.117,1.035,1.674,Clear,Good,Morning,Defend,Defend,None,Yes,24.7
9054,1.17,6.78,3196,7.85,3.66,5.4,2.82,2.36,1257,8.38,5.74,223,2.48,9.11,11.49,2.91,8.67,0.139,7.162,0.847,0.07,0.316,2.489,2.128,1.032,3.674,Rain,Moderate,Midday,Defend,Attack,None,Yes,97.3
6514,9.0,6.99,4449,7.86,6.83,9.44,4.96,4.07,8514,6.16,3.03,5704,2.32,3.83,3.54,6.1,5.73,1.307,0.684,0.433,1.282,0.295,0.561,0.375,1.23,1.408,Cloudy,Excellent,Afternoon,Attack,Defend,None,Yes,97.2
3721,3.04,4.35,3267,9.96,8.08,4.86,4.89,6.24,12912,6.1,3.13,6773,3.15,9.96,7.59,8.31,5.8,3.47,2.007,0.72,2.073,0.316,1.233,1.562,1.699,0.929,Clear,Moderate,Dawn,Defend,Attack,None,No,1.0
3817,9.36,8.25,4083,8.03,1.2,3.91,4.69,2.88,8521,9.37,2.01,3704,9.14,1.62,4.12,7.57,10.26,2.232,1.001,0.244,0.907,1.138,1.35,1.054,1.614,3.562,Rain,Moderate,Dusk,Defend,Defend,Full Ambush,Yes,58.9
7397,7.46,5.8,2655,2.31,1.3,4.26,5.52,5.88,11983,11.13,6.87,1188,5.38,1.84,7.17,2.35,5.95,1.62,1.492,1.184,0.447,2.329,1.415,1.683,0.426,1.012,Cloudy,Good,Morning,Attack,Attack,Full Ambush,No,69.5
9023,7.86,1.95,3618,3.9,4.0,8.96,1.67,7.43,13413,1.51,4.24,1664,9.83,10.86,3.87,10.03,2.24,1.487,0.192,2.174,0.46,2.521,2.715,0.432,6.006,0.301,Rain,Low,Midday,Defend,Attack,Full Ambush,No,89.8
8927,2.81,8.17,4492,5.07,7.26,3.98,8.83,1.59,1338,10.58,7.14,5872,4.27,2.29,1.2,0.71,4.61,0.15,3.765,0.874,1.307,0.842,0.315,0.302,0.08,2.899,Cloudy,Excellent,Night,Attack,Defend,Partial,Yes,97.4
